id,label
244,"214,271,352"
245,"143,149,271"
246,"10,11,419"
247,"169,199,311"
248,"3,17,168"
249,"40,128,129"
250,"10,44,64"
251,"220,418,454"
252,"3,21,53"
253,"3,214,216"
254,"3,53,262"
255,"23,26,455"
256,"3,21,127"
257,"13,108,204"
258,"40,129,526"
259,"10,11,44"
260,"64,80,323"
261,"4,7,418"
262,"64,80,335"
263,"3,50,167"
264,"21,40,187"
265,"3,21,40"
266,"345,374,418"
267,"91,251,455"
268,"64,80,90"
269,"40,160,334"
270,"3,21,127"
271,"40,131,159"
272,"23,24,49"
273,"44,64,418"
274,"10,11,44"
275,"64,448,524"
276,"3,32,418"
277,"3,21,108"
278,"23,118,141"
279,"40,406,486"
280,"40,251,340"
281,"10,25,220"
282,"8,270,313"
283,"21,127,187"
284,"3,53,154"
285,"3,4,174"
286,"64,448,524"
287,"214,216,455"
288,"64,335,489"
289,"23,26,128"
290,"214,313,418"
291,"43,64,323"
292,"10,11,313"
293,"49,199,418"
294,"3,53,187"
295,"40,160,395"
296,"21,40,127"
297,"135,189,295"
298,"169,199,455"
299,"17,18,168"
300,"3,15,53"
301,"3,21,170"
302,"71,91,418"
303,"3,21,50"
304,"0,128,170"
305,"214,271,444"
306,"25,71,418"
307,"26,418,455"
308,"64,80,524"
309,"40,140,466"
310,"0,216,271"
311,"3,34,187"
312,"3,21,30"
313,"24,44,49"
314,"17,18,168"
315,"271,418,444"
316,"23,24,40"
317,"3,5,228"
318,"40,382,418"
319,"8,169,418"
320,"212,216,254"
321,"40,151,152"
322,"35,135,160"
323,"3,85,340"
324,"127,160,329"
325,"131,145,184"
326,"3,108,301"
327,"169,259,431"
328,"43,64,323"
329,"1,214,216"
330,"43,73,418"
331,"40,128,129"
332,"0,212,216"
333,"119,123,275"
334,"271,357,366"
335,"21,40,214"
336,"43,323,418"
337,"34,187,311"
338,"3,21,108"
339,"3,85,301"
340,"10,220,221"
341,"3,148,167"
342,"40,214,418"
343,"3,5,57"
344,"40,187,395"
345,"40,220,313"
346,"300,311,460"
347,"10,11,220"
348,"3,30,66"
349,"296,300,460"
350,"10,11,419"
351,"40,74,135"
352,"296,300,428"
353,"10,24,455"
354,"3,21,40"
355,"10,44,455"
356,"23,26,251"
357,"31,64,524"
358,"271,340,418"
359,"64,79,524"
360,"134,141,418"
361,"24,44,145"
362,"3,21,108"
363,"104,171,311"
364,"220,454,508"
365,"214,271,456"
366,"8,26,418"
367,"0,214,216"
368,"23,24,137"
369,"259,311,431"
370,"3,4,183"
371,"10,64,418"
372,"23,118,141"
373,"40,131,159"
374,"8,206,418"
375,"10,44,55"
376,"64,311,323"
377,"30,66,81"
378,"21,40,127"
379,"31,40,216"
380,"3,21,433"
381,"3,5,311"
382,"169,214,216"
383,"169,187,311"
384,"3,17,168"
385,"10,220,454"
386,"24,25,220"
387,"23,40,71"
388,"212,220,418"
389,"3,56,99"
390,"10,24,220"
391,"40,44,478"
392,"0,216,313"
393,"10,64,455"
394,"220,340,418"
395,"3,21,85"
396,"64,66,141"
397,"21,214,216"
398,"296,311,337"
399,"169,170,171"
400,"10,11,44"
401,"34,169,199"
402,"3,21,200"
403,"0,271,361"
404,"3,108,467"
405,"8,216,235"
406,"3,21,200"
407,"40,142,226"
408,"3,34,187"
409,"68,182,187"
410,"3,21,40"
411,"3,15,16"
412,"24,49,418"
413,"32,104,169"
414,"8,206,270"
415,"40,131,142"
416,"26,240,455"
417,"10,220,418"
418,"31,77,478"
419,"40,141,418"
420,"134,169,311"
421,"10,220,221"
422,"220,397,455"
423,"3,41,135"
424,"26,313,418"
425,"271,363,399"
426,"296,300,418"
427,"43,335,418"
428,"25,44,145"
429,"169,187,199"
430,"40,128,129"
431,"26,27,350"
432,"10,11,12"
433,"64,323,524"
434,"40,141,234"
435,"3,21,127"
436,"0,216,271"
437,"10,220,454"
438,"40,163,408"
439,"311,337,436"
440,"66,141,300"
441,"220,340,418"
442,"3,17,168"
443,"169,311,417"
444,"0,370,455"
445,"4,7,19"
446,"271,340,418"
447,"0,216,220"
448,"10,64,65"
449,"40,128,129"
450,"27,409,514"
451,"214,216,357"
452,"296,428,460"
453,"40,160,329"
454,"13,60,204"
455,"104,169,311"
456,"142,193,478"
457,"64,220,524"
458,"3,21,85"
459,"21,40,187"
460,"8,355,456"
461,"170,171,311"
462,"71,242,382"
463,"3,21,40"
464,"271,340,418"
465,"8,9,418"
466,"214,216,350"
467,"220,418,455"
468,"10,11,44"
469,"3,21,187"
470,"31,40,169"
471,"27,340,456"
472,"64,80,489"
473,"0,254,279"
474,"26,231,350"
475,"265,340,418"
476,"8,214,340"
477,"169,199,259"
478,"30,73,141"
479,"64,323,418"
480,"40,192,395"
481,"10,44,59"
482,"40,214,216"
483,"208,313,418"
484,"3,21,200"
485,"8,206,418"
486,"64,80,335"
487,"8,212,216"
488,"40,74,242"
489,"40,151,152"
490,"64,214,418"
491,"40,73,418"
492,"31,64,80"
493,"214,271,313"
494,"3,21,127"
495,"214,271,482"
496,"30,40,141"
497,"10,220,323"
498,"8,26,206"
499,"10,137,418"
500,"3,187,199"
501,"3,36,85"
502,"23,24,49"
503,"64,448,524"
504,"17,18,168"
505,"40,131,142"
506,"10,64,80"
507,"259,311,431"
508,"3,21,108"
509,"154,187,311"
510,"64,80,218"
511,"160,186,324"
512,"270,271,456"
513,"60,61,323"
514,"3,4,111"
515,"40,186,216"
516,"3,17,187"
517,"32,64,418"
518,"3,187,311"
519,"3,15,418"
520,"59,220,340"
521,"0,216,271"
522,"24,220,402"
523,"40,131,142"
524,"32,166,518"
525,"26,55,231"
526,"40,74,141"
527,"40,131,159"
528,"296,300,460"
529,"214,216,418"
530,"64,239,323"
531,"25,220,454"
532,"26,44,418"
533,"249,279,521"
534,"169,274,296"
535,"26,418,455"
536,"3,21,127"
537,"0,8,206"
538,"145,401,437"
539,"3,21,523"
540,"8,235,418"
541,"137,418,461"
542,"23,26,418"
543,"3,4,19"
544,"21,40,160"
545,"71,145,146"
546,"10,64,65"
547,"30,141,518"
548,"3,15,56"
549,"60,141,239"
550,"135,295,374"
551,"108,187,418"
552,"40,396,408"
553,"24,220,242"
554,"10,11,12"
555,"64,323,335"
556,"43,64,323"
557,"23,26,251"
558,"10,64,489"
559,"40,418,502"
560,"220,418,454"
561,"270,340,349"
562,"220,221,454"
563,"8,10,11"
564,"3,21,296"
565,"43,64,323"
566,"313,346,456"
567,"9,357,455"
568,"23,118,141"
569,"10,11,44"
570,"10,64,239"
571,"40,71,215"
572,"3,13,455"
573,"24,64,80"
574,"11,64,489"
575,"21,296,300"
576,"31,64,80"
577,"24,64,80"
578,"3,53,325"
579,"10,11,44"
580,"40,64,345"
581,"3,21,305"
582,"213,214,218"
583,"3,5,53"
584,"170,171,187"
585,"8,206,346"
586,"25,220,454"
587,"3,167,451"
588,"32,40,160"
589,"3,21,40"
590,"23,40,251"
591,"64,90,524"
592,"169,170,171"
593,"10,44,145"
594,"10,220,221"
595,"21,135,374"
596,"23,40,63"
597,"8,206,208"
598,"3,56,200"
599,"23,24,137"
600,"166,215,382"
601,"23,47,418"
602,"5,133,385"
603,"297,340,384"
604,"3,4,7"
605,"308,456,514"
606,"40,160,329"
607,"148,152,167"
608,"0,271,366"
609,"73,141,418"
610,"141,323,418"
611,"26,55,418"
612,"59,340,418"
613,"3,21,108"
614,"64,79,129"
615,"271,348,418"
616,"44,220,455"
617,"3,53,290"
618,"24,49,418"
619,"199,259,431"
620,"26,355,456"
621,"8,418,455"
622,"3,108,311"
623,"21,40,127"
624,"3,53,133"
625,"214,313,355"
626,"104,169,259"
627,"40,159,216"
628,"44,220,402"
629,"4,7,19"
630,"31,79,328"
631,"8,206,270"
632,"40,169,311"
633,"149,159,169"
634,"214,218,351"
635,"23,26,350"
636,"21,40,135"
637,"34,40,187"
638,"40,152,160"
639,"26,27,456"
640,"41,317,404"
641,"8,369,455"
642,"21,40,108"
643,"21,40,187"
644,"21,50,187"
645,"23,26,455"
646,"3,21,85"
647,"218,418,481"
648,"3,4,7"
649,"170,171,311"
650,"54,145,493"
651,"26,249,455"
652,"11,220,290"
653,"40,149,160"
654,"380,418,454"
655,"40,395,486"
656,"3,4,7"
657,"8,206,418"
658,"3,5,133"
659,"13,40,204"
660,"40,131,160"
661,"8,357,418"
662,"3,208,340"
663,"43,323,418"
664,"10,11,419"
665,"43,64,323"
666,"64,80,461"
667,"31,40,258"
668,"26,418,455"
669,"23,24,418"
670,"40,135,418"
671,"10,11,44"
672,"220,418,454"
673,"223,311,418"
674,"40,131,142"
675,"3,21,53"
676,"10,44,455"
677,"3,17,168"
678,"3,21,40"
679,"10,220,221"
680,"8,9,206"
681,"40,131,159"
682,"10,64,418"
683,"40,41,166"
684,"40,74,242"
685,"3,187,200"
686,"24,208,220"
687,"169,199,311"
688,"24,25,220"
689,"220,242,454"
690,"3,21,53"
691,"169,170,311"
692,"3,53,287"
693,"64,80,90"
694,"0,8,206"
695,"8,220,418"
696,"71,91,455"
697,"3,15,53"
698,"3,203,451"
699,"40,131,226"
700,"3,17,18"
701,"44,64,418"
702,"74,94,251"
703,"40,44,145"
704,"8,311,418"
705,"135,136,295"
706,"3,40,418"
707,"21,40,127"
708,"8,214,270"
709,"49,141,418"
710,"3,17,320"
711,"40,136,283"
712,"3,15,16"
713,"0,1,212"
714,"64,104,418"
715,"23,24,49"
716,"36,160,167"
717,"3,4,7"
718,"3,21,42"
719,"40,208,251"
720,"3,200,523"
721,"10,11,12"
722,"21,127,187"
723,"3,56,85"
724,"3,5,228"
725,"43,54,323"
726,"170,311,418"
727,"8,9,270"
728,"64,169,323"
729,"21,40,127"
730,"128,418,455"
731,"8,170,296"
732,"3,17,56"
733,"10,44,418"
734,"187,199,311"
735,"2,223,296"
736,"31,40,64"
737,"34,199,259"
738,"10,11,12"
739,"8,26,514"
740,"169,251,350"
741,"27,271,456"
742,"3,5,7"
743,"8,214,216"
744,"208,220,418"
745,"4,7,19"
746,"40,60,166"
747,"145,328,420"
748,"182,187,199"
749,"10,11,44"
750,"21,40,127"
751,"43,64,323"
752,"111,123,182"
753,"170,171,459"
754,"141,311,418"
755,"43,64,323"
756,"10,44,455"
757,"163,237,418"
758,"3,15,50"
759,"128,169,417"
760,"169,171,296"
761,"208,418,419"
762,"10,64,323"
763,"3,21,127"
764,"3,21,182"
765,"8,235,270"
766,"340,418,425"
767,"169,199,311"
768,"265,340,425"
769,"61,64,323"
770,"3,111,123"
771,"64,80,448"
772,"3,15,16"
773,"3,21,200"
774,"169,199,259"
775,"3,21,187"
776,"3,21,187"
777,"40,119,151"
778,"4,7,19"
779,"10,64,169"
780,"10,64,80"
781,"64,80,323"
782,"27,214,456"
783,"3,13,40"
784,"3,21,108"
785,"23,40,311"
786,"169,214,216"
787,"40,71,221"
788,"8,206,418"
789,"8,26,418"
790,"21,40,127"
791,"25,220,454"
792,"10,44,418"
793,"23,26,418"
794,"199,259,311"
795,"40,131,226"
796,"3,5,21"
797,"3,50,53"
798,"40,131,486"
799,"21,40,139"
800,"40,152,459"
801,"8,418,466"
802,"39,214,418"
803,"21,40,243"
804,"3,53,340"
805,"25,311,418"
806,"40,103,418"
807,"44,71,264"
808,"21,50,187"
809,"170,311,418"
810,"23,24,40"
811,"43,64,323"
812,"10,11,44"
813,"291,455,498"
814,"21,30,40"
815,"40,131,395"
816,"3,21,214"
817,"214,270,340"
818,"3,17,168"
819,"21,170,171"
820,"214,255,462"
821,"3,21,200"
822,"43,64,323"
823,"64,141,323"
824,"3,21,85"
825,"40,44,145"
826,"8,9,391"
827,"10,11,220"
828,"8,296,311"
829,"40,322,478"
830,"10,64,90"
831,"213,214,216"
832,"10,11,44"
833,"169,199,216"
834,"3,21,40"
835,"160,317,334"
836,"40,169,216"
837,"40,185,324"
838,"3,4,7"
839,"3,5,228"
840,"220,418,455"
841,"3,56,167"
842,"3,5,228"
843,"26,89,350"
844,"31,96,420"
845,"32,141,418"
846,"155,169,248"
847,"40,226,418"
848,"214,355,456"
849,"96,258,420"
850,"40,169,311"
851,"44,64,80"
852,"30,32,40"
853,"71,418,455"
854,"170,171,311"
855,"21,40,131"
856,"49,214,418"
857,"64,80,323"
858,"3,4,183"
859,"169,374,459"
860,"8,26,455"
861,"60,64,323"
862,"23,40,77"
863,"214,255,462"
864,"3,13,204"
865,"152,160,186"
866,"3,21,108"
867,"171,311,436"
868,"3,13,401"
869,"60,64,489"
870,"21,40,408"
871,"64,66,309"
872,"3,21,85"
873,"104,169,199"
874,"213,214,482"
875,"44,418,455"
876,"3,30,204"
877,"40,131,226"
878,"170,171,258"
879,"23,240,455"
880,"3,7,301"
881,"8,206,369"
882,"44,54,145"
883,"40,159,486"
884,"10,11,44"
885,"21,40,42"
886,"169,311,418"
887,"60,61,239"
888,"3,21,30"
889,"259,311,418"
890,"220,418,455"
891,"3,53,275"
892,"23,74,251"
893,"10,11,419"
894,"40,251,313"
895,"3,53,340"
896,"40,131,368"
897,"3,21,50"
898,"21,40,127"
899,"214,216,418"
900,"0,208,271"
901,"3,21,127"
902,"25,214,418"
903,"40,142,216"
904,"64,80,323"
905,"23,87,418"
906,"8,9,455"
907,"8,418,455"
908,"3,13,418"
909,"40,163,468"
910,"25,220,454"
911,"10,11,12"
912,"31,40,187"
913,"44,80,145"
914,"64,80,335"
915,"10,220,454"
916,"3,4,7"
917,"0,271,418"
918,"3,4,7"
919,"8,220,270"
920,"156,167,225"
921,"234,322,419"
922,"141,300,418"
923,"31,64,80"
924,"40,131,146"
925,"23,24,345"
926,"11,234,419"
927,"40,129,130"
928,"3,21,40"
929,"3,21,30"
930,"23,26,455"
931,"208,229,369"
932,"214,340,418"
933,"23,24,40"
934,"64,323,418"
935,"31,258,508"
936,"3,214,216"
937,"3,15,56"
938,"3,115,325"
939,"296,300,411"
940,"4,7,19"
941,"26,231,455"
942,"3,203,217"
943,"169,259,431"
944,"4,7,19"
945,"169,311,334"
946,"8,418,455"
947,"3,21,40"
948,"74,118,141"
949,"40,155,187"
950,"27,271,456"
951,"115,239,323"
952,"40,169,216"
953,"31,134,145"
954,"23,24,49"
955,"10,11,12"
956,"220,402,418"
957,"49,141,323"
958,"10,141,234"
959,"64,141,323"
960,"169,170,311"
961,"3,34,187"
962,"11,44,59"
963,"40,139,334"
964,"43,44,64"
965,"40,129,313"
966,"64,323,524"
967,"271,311,417"
968,"3,10,418"
969,"40,215,382"
970,"160,199,311"
971,"40,160,334"
972,"62,141,166"
973,"0,357,370"
974,"25,220,454"
975,"1,2,271"
976,"8,206,369"
977,"30,40,141"
978,"3,21,187"
979,"160,329,334"
980,"216,297,340"
981,"8,235,270"
982,"3,17,40"
983,"3,21,53"
984,"40,131,159"
985,"152,160,324"
986,"3,40,208"
987,"40,131,159"
988,"10,64,323"
989,"3,21,30"
990,"34,187,447"
991,"10,220,418"
992,"40,169,251"
993,"3,21,200"
994,"43,64,323"
995,"21,187,311"
996,"169,199,259"
997,"40,131,159"
998,"35,36,160"
999,"62,69,141"
1000,"340,418,455"
1001,"3,4,7"
1002,"0,8,216"
1003,"40,142,478"
1004,"123,340,418"
1005,"170,311,418"
1006,"3,85,200"
1007,"44,220,418"
1008,"8,170,296"
1009,"10,11,220"
1010,"23,105,418"
1011,"3,21,184"
1012,"3,21,340"
1013,"64,448,524"
1014,"3,21,127"
1015,"297,340,418"
1016,"24,44,145"
1017,"26,240,418"
1018,"21,187,311"
1019,"3,4,7"
1020,"359,455,498"
1021,"25,220,242"
1022,"8,214,235"
1023,"26,89,418"
1024,"3,19,70"
1025,"40,163,468"
1026,"8,271,456"
1027,"23,26,277"
1028,"3,21,127"
1029,"43,64,323"
1030,"40,64,65"
1031,"43,64,323"
1032,"21,40,186"
1033,"21,187,379"
1034,"3,34,187"
1035,"3,40,53"
1036,"3,15,56"
1037,"3,53,311"
1038,"17,21,187"
1039,"10,43,323"
1040,"31,77,218"
1041,"10,44,145"
1042,"340,384,418"
1043,"2,199,223"
1044,"10,64,90"
1045,"23,71,214"
1046,"3,21,40"
1047,"169,214,216"
1048,"10,24,220"
1049,"40,214,216"
1050,"64,80,90"
1051,"3,21,56"
1052,"10,220,242"
1053,"64,323,489"
1054,"40,131,184"
1055,"145,418,502"
1056,"10,220,221"
1057,"3,15,200"
1058,"3,15,85"
1059,"140,248,320"
1060,"43,64,323"
1061,"3,21,108"
1062,"3,40,115"
1063,"211,212,271"
1064,"3,21,200"
1065,"40,135,152"
1066,"11,44,418"
1067,"0,169,216"
1068,"3,21,224"
1069,"143,208,322"
1070,"5,21,108"
1071,"8,340,418"
1072,"64,239,323"
1073,"8,206,369"
1074,"3,21,182"
1075,"3,21,200"
1076,"26,350,418"
1077,"4,7,174"
1078,"151,152,160"
1079,"3,21,224"
1080,"3,108,200"
1081,"3,21,204"
1082,"26,214,216"
1083,"23,248,307"
1084,"21,40,139"
1085,"64,448,524"
1086,"208,216,452"
1087,"10,64,323"
1088,"3,34,187"
1089,"40,131,418"
1090,"3,4,7"
1091,"21,40,159"
1092,"44,71,72"
1093,"21,40,296"
1094,"40,44,169"
1095,"128,129,380"
1096,"3,56,58"
1097,"21,40,139"
1098,"21,40,127"
1099,"40,131,146"
1100,"214,216,271"
1101,"271,348,418"
1102,"3,53,220"
1103,"10,43,64"
1104,"3,199,311"
1105,"40,242,382"
1106,"23,26,89"
1107,"214,216,220"
1108,"169,199,311"
1109,"169,199,311"
1110,"24,64,323"
1111,"8,206,369"
1112,"23,49,336"
1113,"3,4,7"
1114,"171,311,436"
1115,"40,160,334"
1116,"60,61,204"
1117,"0,8,216"
1118,"40,128,129"
1119,"136,146,283"
1120,"64,80,335"
1121,"3,21,108"
1122,"128,169,311"
1123,"40,131,142"
1124,"3,21,127"
1125,"169,311,334"
1126,"3,21,379"
1127,"64,90,448"
1128,"26,64,335"
1129,"214,271,366"
1130,"8,206,220"
1131,"10,216,418"
1132,"271,340,418"
1133,"64,80,448"
1134,"11,59,205"
1135,"8,212,418"
1136,"3,21,154"
1137,"169,170,296"
1138,"10,220,454"
1139,"214,216,223"
1140,"169,296,460"
1141,"3,108,301"
1142,"220,418,454"
1143,"169,199,311"
1144,"10,11,418"
1145,"73,197,418"
1146,"21,30,108"
1147,"26,418,455"
1148,"26,350,418"
1149,"3,21,85"
1150,"3,30,66"
1151,"21,30,40"
1152,"10,44,220"
1153,"220,454,455"
1154,"145,220,455"
1155,"60,64,418"
1156,"44,220,418"
1157,"271,347,418"
1158,"23,26,455"
1159,"3,167,523"
1160,"311,418,436"
1161,"3,34,187"
1162,"26,128,231"
1163,"214,216,333"
1164,"340,418,425"
1165,"23,44,71"
1166,"3,21,170"
1167,"3,151,152"
1168,"0,271,455"
1169,"44,145,418"
1170,"0,214,216"
1171,"40,74,141"
1172,"3,4,19"
1173,"26,340,418"
1174,"8,297,384"
1175,"40,60,166"
1176,"43,64,323"
1177,"271,456,498"
1178,"64,214,216"
1179,"40,160,334"
1180,"3,21,53"
1181,"2,223,271"
1182,"271,340,425"
1183,"249,418,455"
1184,"26,350,404"
1185,"32,141,518"
1186,"10,220,221"
1187,"3,168,200"
1188,"8,31,290"
1189,"171,311,418"
1190,"30,32,40"
1191,"135,295,374"
1192,"64,214,323"
1193,"3,21,40"
1194,"340,418,425"
1195,"104,311,418"
1196,"3,4,435"
1197,"151,152,160"
1198,"8,216,418"
1199,"60,61,418"
1200,"11,59,418"
1201,"3,32,251"
1202,"3,21,160"
1203,"23,40,118"
1204,"10,64,216"
1205,"44,71,145"
1206,"8,206,235"
1207,"265,340,425"
1208,"10,220,221"
1209,"3,10,40"
1210,"40,169,296"
1211,"10,40,169"
1212,"64,80,418"
1213,"8,311,418"
1214,"26,350,418"
1215,"10,24,220"
1216,"40,135,259"
1217,"3,148,523"
1218,"40,131,184"
1219,"10,64,323"
1220,"169,199,259"
1221,"10,220,221"
1222,"3,21,200"
1223,"3,21,50"
1224,"40,131,142"
1225,"10,11,419"
1226,"23,345,418"
1227,"40,152,160"
1228,"40,142,159"
1229,"64,323,461"
1230,"40,151,152"
1231,"3,13,40"
1232,"8,9,271"
1233,"26,240,418"
1234,"64,323,524"
1235,"160,317,334"
1236,"10,24,220"
1237,"249,418,493"
1238,"8,220,524"
1239,"13,40,418"
1240,"8,208,261"
1241,"3,21,200"
1242,"44,313,455"
1243,"151,152,160"
1244,"10,11,419"
1245,"265,340,418"
1246,"169,259,431"
1247,"23,40,74"
1248,"64,448,524"
1249,"169,323,455"
1250,"59,205,340"
1251,"64,80,524"
1252,"3,21,301"
1253,"40,131,142"
1254,"21,102,224"
1255,"231,335,418"
1256,"3,4,183"
1257,"214,271,418"
1258,"169,199,311"
1259,"208,418,471"
1260,"3,21,30"
1261,"3,40,300"
1262,"64,80,489"
1263,"40,131,159"
1264,"64,220,524"
1265,"3,40,204"
1266,"3,17,18"
1267,"8,249,455"
1268,"214,231,418"
1269,"3,21,30"
1270,"21,40,127"
1271,"44,71,264"
1272,"3,21,154"
1273,"169,220,454"
1274,"170,171,459"
1275,"23,24,64"
1276,"3,187,311"
1277,"3,56,85"
1278,"21,40,486"
1279,"3,15,53"
1280,"214,216,220"
1281,"3,34,187"
1282,"64,448,524"
1283,"3,53,523"
1284,"3,21,311"
1285,"3,21,30"
1286,"0,214,271"
1287,"26,89,350"
1288,"40,128,129"
1289,"418,421,455"
1290,"10,220,454"
1291,"43,64,323"
1292,"32,290,340"
1293,"231,418,455"
1294,"3,41,53"
1295,"3,4,21"
1296,"3,5,228"
1297,"3,21,200"
1298,"3,21,85"
1299,"64,323,461"
1300,"23,55,418"
1301,"23,251,418"
1302,"3,21,190"
1303,"3,30,66"
1304,"3,7,183"
1305,"3,21,208"
1306,"3,111,182"
1307,"169,199,259"
1308,"34,187,311"
1309,"3,4,41"
1310,"3,21,401"
1311,"71,242,382"
1312,"11,455,509"
1313,"10,44,145"
1314,"23,26,240"
1315,"3,33,187"
1316,"60,166,204"
1317,"3,208,340"
1318,"223,271,311"
1319,"3,21,200"
1320,"10,64,489"
1321,"25,220,454"
1322,"3,15,148"
1323,"23,40,135"
1324,"23,26,350"
1325,"3,21,170"
1326,"23,26,418"
1327,"10,25,220"
1328,"3,53,66"
1329,"3,21,108"
1330,"64,448,524"
1331,"3,4,7"
1332,"34,187,200"
1333,"104,311,418"
1334,"313,355,456"
1335,"3,21,108"
1336,"3,340,418"
1337,"10,220,454"
1338,"21,40,127"
1339,"3,156,225"
1340,"21,34,187"
1341,"40,131,145"
1342,"128,169,296"
1343,"40,169,199"
1344,"24,220,454"
1345,"40,128,129"
1346,"128,214,418"
1347,"3,148,167"
1348,"135,138,295"
1349,"64,170,323"
1350,"226,300,418"
1351,"214,355,456"
1352,"3,214,216"
1353,"313,346,501"
1354,"3,53,287"
1355,"9,340,418"
1356,"3,15,17"
1357,"3,85,301"
1358,"40,74,251"
1359,"10,11,418"
1360,"3,35,36"
1361,"40,322,486"
